appointment_id,contact_id,daysmart_contact_id,appointment_date,service,staff_member,duration_minutes,amount_usd,status,location,data_status,import_date
APT-100210,DS-200065,DS-200065,2024-10-31,Color Treatment,Ryan Martinez,45,131.56,Cancelled,Main Branch,LIVE,2026-04-14
APT-100211,DS-200065,DS-200065,2021-08-15,Pedicure,Brent Murray,90,61.05,Completed,Downtown,LIVE,2026-04-14
APT-100212,DS-200065,DS-200065,2019-08-20,Pedicure,Anthony Hart,45,107.64,Cancelled,Westside,LIVE,2026-04-14
APT-100213,DS-200065,DS-200065,2020-12-22,Keratin Treatment,Melinda Lawson,90,299.12,Completed,Online,LIVE,2026-04-14
APT-100214,DS-200065,DS-200065,2019-04-29,Massage,Eric Jennings,30,227.83,Completed,Westside,LIVE,2026-04-14
APT-100215,DS-200065,DS-200065,2024-10-23,Pedicure,Evelyn Holloway,60,90.84,Completed,Westside,LIVE,2026-04-14
APT-100216,DS-200065,DS-200065,2020-01-28,Facial,Bryan Thompson,60,94.02,No-Show,Westside,LIVE,2026-04-14
APT-100217,DS-200065,DS-200065,2023-02-22,Blowout,Julian Callahan,45,195.11,No-Show,Online,LIVE,2026-04-14
APT-100218,DS-200067,DS-200067,2019-02-12,Blowout,James Dyer,30,51.42,Completed,Westside,LIVE,2026-04-14
APT-100219,DS-200067,DS-200067,2024-10-13,Blowout,Jamie Davis,90,99.06,Cancelled,Downtown,LIVE,2026-04-14
APT-100220,DS-200067,DS-200067,2023-12-14,Keratin Treatment,Kathryn Grant,90,52.88,Cancelled,Main Branch,LIVE,2026-04-14
APT-100221,DS-200067,DS-200067,2023-05-02,Manicure,Henry Lopez,120,185.42,No-Show,Online,LIVE,2026-04-14
APT-100222,DS-200067,DS-200067,2019-02-27,Consultation,Julie Jones,60,27.71,Completed,Westside,LIVE,2026-04-14
APT-100223,DS-200067,DS-200067,2020-12-26,Consultation,John Flores,45,269.49,No-Show,Main Branch,LIVE,2026-04-14
APT-100224,DS-200067,DS-200067,2026-04-01,Color Treatment,Tanya Kim,120,235.49,Completed,Westside,LIVE,2026-04-14
APT-100225,DS-200067,DS-200067,2022-05-27,Manicure,Caroline Roach,30,165.57,Completed,Downtown,LIVE,2026-04-14
APT-100226,DS-200067,DS-200067,2024-12-09,Color Treatment,Autumn Carlson,30,78.48,Completed,Downtown,LIVE,2026-04-14
APT-100227,DS-200067,DS-200067,2020-07-31,Massage,Aaron Jones,90,97.0,Completed,Main Branch,LIVE,2026-04-14
APT-100228,DS-200071,DS-200071,2023-01-31,Pedicure,Ashley Moreno,30,121.38,Completed,Westside,LIVE,2026-04-14
APT-100229,DS-200071,DS-200071,2025-05-20,Massage,Kyle Smith,60,298.32,Completed,Online,LIVE,2026-04-14
APT-100230,DS-200071,DS-200071,2023-06-29,Highlights,Andrea Taylor,45,262.13,Completed,Westside,LIVE,2026-04-14
APT-100231,DS-200072,DS-200072,2019-07-01,Consultation,Michelle Valentine,60,62.15,Completed,Westside,LIVE,2026-04-14
APT-100232,DS-200072,DS-200072,2026-03-27,Haircut,Christina Ramirez,90,72.08,Completed,Online,LIVE,2026-04-14
APT-100233,DS-200073,DS-200073,2024-08-05,Blowout,Justin Hendricks,60,153.98,Completed,Online,LIVE,2026-04-14
APT-100234,DS-200073,DS-200073,2019-08-22,Keratin Treatment,Jeffrey Gutierrez,45,299.65,Cancelled,Online,LIVE,2026-04-14
APT-100235,DS-200073,DS-200073,2022-03-23,Blowout,Cynthia Long,45,169.75,Completed,Online,LIVE,2026-04-14
APT-100236,DS-200073,DS-200073,2020-09-26,Keratin Treatment,Tammy Escobar,30,294.82,Completed,Main Branch,LIVE,2026-04-14
APT-100237,DS-200073,DS-200073,2020-07-06,Facial,Michael Williams,30,35.59,Completed,Online,LIVE,2026-04-14
APT-100238,DS-200074,DS-200074,2024-12-10,Massage,Jesus Brown,90,270.53,No-Show,Westside,LIVE,2026-04-14
APT-100239,DS-200074,DS-200074,2023-01-16,Highlights,Catherine Davis,45,296.22,Completed,Westside,LIVE,2026-04-14
APT-100240,DS-200075,DS-200075,2021-10-14,Highlights,Tammy Washington,60,90.26,Completed,Westside,LIVE,2026-04-14
APT-100241,DS-200075,DS-200075,2020-10-17,Consultation,Jeffrey Mason,60,212.4,Completed,Online,LIVE,2026-04-14
APT-100242,DS-200076,DS-200076,2024-05-08,Blowout,Shelby Davis,45,294.47,Completed,Downtown,LIVE,2026-04-14
APT-100243,DS-200076,DS-200076,2024-08-24,Consultation,Dennis Newman,45,190.21,No-Show,Online,LIVE,2026-04-14
APT-100244,DS-200076,DS-200076,2021-11-07,Pedicure,Roberto Baxter,60,90.34,No-Show,Downtown,LIVE,2026-04-14
APT-100245,DS-200076,DS-200076,2024-11-08,Consultation,David Velasquez,45,103.41,Completed,Main Branch,LIVE,2026-04-14
APT-100246,DS-200076,DS-200076,2023-08-28,Blowout,Curtis Marshall,90,280.43,Completed,Downtown,LIVE,2026-04-14
APT-100247,DS-200077,DS-200077,2021-03-15,Haircut,Miguel Herrera,90,258.0,Completed,Online,LIVE,2026-04-14
APT-100248,DS-200078,DS-200078,2021-09-19,Haircut,Timothy Richard,60,25.79,Completed,Westside,LIVE,2026-04-14
APT-100249,DS-200078,DS-200078,2023-12-15,Pedicure,Christopher Morris,120,264.6,Completed,Online,LIVE,2026-04-14
APT-100250,DS-200079,DS-200079,2024-10-31,Pedicure,Jillian Hall,120,111.39,Completed,Downtown,LIVE,2026-04-14
APT-100251,DS-200079,DS-200079,2019-09-05,Blowout,Shannon Gonzales,90,163.35,Completed,Online,LIVE,2026-04-14
APT-100252,DS-200080,DS-200080,2024-06-06,Pedicure,Donald Nichols,60,203.81,Cancelled,Downtown,LIVE,2026-04-14
APT-100253,DS-200080,DS-200080,2020-02-17,Manicure,Hailey Ho,30,77.04,No-Show,Online,LIVE,2026-04-14
APT-100254,DS-200081,DS-200081,2019-10-25,Color Treatment,Andrew Castillo,90,289.01,Completed,Westside,LIVE,2026-04-14
APT-100255,DS-200081,DS-200081,2023-02-21,Haircut,Sharon Lee,45,33.07,Completed,Westside,LIVE,2026-04-14
APT-100256,DS-200082,DS-200082,2025-04-08,Keratin Treatment,Mary Roberts,30,158.43,Completed,Downtown,LIVE,2026-04-14
APT-100257,DS-200082,DS-200082,2026-04-13,Blowout,Robert Lewis,45,262.64,Completed,Westside,LIVE,2026-04-14
APT-100258,DS-200082,DS-200082,2022-05-25,Manicure,Jeremy Daniel,60,85.61,No-Show,Online,LIVE,2026-04-14
APT-100259,DS-200082,DS-200082,2021-06-20,Pedicure,Alice Joyce,90,89.9,Cancelled,Downtown,LIVE,2026-04-14
APT-100260,DS-200082,DS-200082,2020-06-10,Color Treatment,James Turner,90,296.26,Completed,Downtown,LIVE,2026-04-14
APT-100261,DS-200082,DS-200082,2020-11-04,Massage,Jacqueline Williams,45,135.78,Completed,Westside,LIVE,2026-04-14
APT-100262,DS-200082,DS-200082,2022-03-06,Facial,Daniel Fisher,60,172.34,Cancelled,Downtown,LIVE,2026-04-14
APT-100263,DS-200083,DS-200083,2025-05-22,Massage,Robert Valenzuela,60,109.66,Completed,Online,LIVE,2026-04-14
APT-100264,DS-200083,DS-200083,2022-02-08,Color Treatment,Jennifer Taylor,90,126.12,Completed,Westside,LIVE,2026-04-14
APT-100265,DS-200083,DS-200083,2020-11-09,Color Treatment,Mark Brown,90,179.54,Cancelled,Main Branch,LIVE,2026-04-14
APT-100266,DS-200083,DS-200083,2019-12-30,Pedicure,Steven Joyce,60,92.43,Completed,Downtown,LIVE,2026-04-14
APT-100267,DS-200083,DS-200083,2024-08-29,Keratin Treatment,Kimberly Bailey,45,299.85,Completed,Downtown,LIVE,2026-04-14
APT-100268,DS-200083,DS-200083,2022-01-29,Massage,Nathan Hernandez,120,286.68,Completed,Westside,LIVE,2026-04-14
APT-100269,DS-200085,DS-200085,2024-07-20,Haircut,Kimberly Brown,45,58.23,No-Show,Westside,LIVE,2026-04-14
APT-100270,DS-200085,DS-200085,2025-02-21,Highlights,Michael Robinson,120,157.36,No-Show,Downtown,LIVE,2026-04-14
APT-100271,DS-200085,DS-200085,2023-02-10,Pedicure,Rachel Garza,120,104.96,Completed,Online,LIVE,2026-04-14
APT-100272,DS-200087,DS-200087,2020-10-09,Blowout,Robert Harrington,60,222.12,Completed,Downtown,LIVE,2026-04-14
APT-100273,DS-200087,DS-200087,2021-03-16,Pedicure,Kelsey Thomas,60,144.99,Cancelled,Downtown,LIVE,2026-04-14
APT-100274,DS-200087,DS-200087,2025-01-25,Facial,Michael Caldwell,45,46.05,Cancelled,Main Branch,LIVE,2026-04-14
APT-100275,DS-200087,DS-200087,2026-01-31,Facial,Allen Wilson,120,209.87,Completed,Online,LIVE,2026-04-14
APT-100276,DS-200087,DS-200087,2025-12-29,Blowout,Allison Miller,45,185.25,No-Show,Downtown,LIVE,2026-04-14
APT-100277,DS-200087,DS-200087,2022-01-27,Manicure,Anthony Garcia,120,73.11,Completed,Downtown,LIVE,2026-04-14
APT-100278,DS-200087,DS-200087,2025-04-13,Highlights,Vickie Olsen,90,162.54,Completed,Westside,LIVE,2026-04-14
APT-100279,DS-200087,DS-200087,2025-07-20,Pedicure,Elizabeth Perez,120,218.34,Completed,Main Branch,LIVE,2026-04-14
APT-100280,DS-200087,DS-200087,2025-01-05,Consultation,Savannah Ruiz,45,282.32,Completed,Downtown,LIVE,2026-04-14
APT-100281,DS-200090,DS-200090,2025-08-15,Manicure,Matthew Watkins,60,203.37,Completed,Main Branch,LIVE,2026-04-14
APT-100282,DS-200090,DS-200090,2024-01-19,Pedicure,Cynthia Cantu,90,168.63,Completed,Westside,LIVE,2026-04-14
APT-100283,DS-200090,DS-200090,2020-02-25,Manicure,Ashlee Lee,30,228.39,Completed,Online,LIVE,2026-04-14
APT-100284,DS-200090,DS-200090,2021-11-10,Facial,Karen Wagner,45,62.73,Completed,Online,LIVE,2026-04-14
APT-100285,DS-200092,DS-200092,2020-11-09,Color Treatment,Sonya Blanchard,60,63.82,Completed,Westside,LIVE,2026-04-14
APT-100286,DS-200092,DS-200092,2024-01-19,Keratin Treatment,Cheyenne Thomas,60,226.78,Completed,Main Branch,LIVE,2026-04-14
APT-100287,DS-200094,DS-200094,2023-08-15,Massage,Stacey Humphrey,60,107.56,Completed,Online,LIVE,2026-04-14
APT-100288,DS-200094,DS-200094,2025-04-22,Color Treatment,Chelsea Martinez,120,280.33,Completed,Main Branch,LIVE,2026-04-14
APT-100289,DS-200094,DS-200094,2025-06-30,Keratin Treatment,Ernest Smith,120,192.3,No-Show,Westside,LIVE,2026-04-14
APT-100290,DS-200094,DS-200094,2021-12-23,Highlights,Jon Wood,90,283.53,Completed,Downtown,LIVE,2026-04-14
APT-100291,DS-200094,DS-200094,2026-03-28,Massage,James Velasquez,60,204.27,No-Show,Downtown,LIVE,2026-04-14
APT-100292,DS-200095,DS-200095,2019-03-09,Manicure,Timothy Simpson,60,212.27,Completed,Online,LIVE,2026-04-14
APT-100293,DS-200095,DS-200095,2020-11-07,Keratin Treatment,Diane Melton,120,94.34,Completed,Online,LIVE,2026-04-14
APT-100294,DS-200100,DS-200100,2020-08-13,Keratin Treatment,Dana Bender,120,73.92,Completed,Westside,LIVE,2026-04-14
APT-100295,DS-200100,DS-200100,2022-10-22,Haircut,Michael Farmer,45,113.07,Completed,Westside,LIVE,2026-04-14
APT-100296,DS-200100,DS-200100,2024-09-11,Pedicure,David Rivas,30,105.53,Completed,Downtown,LIVE,2026-04-14
APT-100297,DS-200100,DS-200100,2026-02-13,Pedicure,Samantha Chavez,120,263.46,Completed,Main Branch,LIVE,2026-04-14
APT-100298,DS-200100,DS-200100,2022-01-23,Facial,Sergio Griffin,120,199.96,Cancelled,Westside,LIVE,2026-04-14
APT-100299,DS-200100,DS-200100,2024-04-16,Pedicure,Mrs. Ashley Wallace,60,92.27,Completed,Westside,LIVE,2026-04-14
APT-100300,DS-200100,DS-200100,2026-01-18,Highlights,Kimberly Nelson,90,233.8,Completed,Online,LIVE,2026-04-14
APT-100301,DS-200100,DS-200100,2019-08-14,Facial,Lonnie Ramos,60,294.94,Completed,Downtown,LIVE,2026-04-14
APT-100302,DS-200100,DS-200100,2021-02-05,Blowout,Amy Mccullough,90,116.62,Completed,Online,LIVE,2026-04-14
APT-100303,DS-200100,DS-200100,2021-10-26,Massage,John Perkins,90,262.68,No-Show,Main Branch,LIVE,2026-04-14
APT-100304,DS-200101,DS-200101,2022-04-13,Haircut,Melissa Jones,30,282.1,Cancelled,Westside,LIVE,2026-04-14
APT-100305,DS-200101,DS-200101,2021-11-13,Manicure,Melissa Schmidt,45,261.95,Completed,Main Branch,LIVE,2026-04-14
APT-100306,DS-200101,DS-200101,2024-04-04,Facial,Erin Howard,90,184.29,Completed,Downtown,LIVE,2026-04-14
APT-100307,DS-200101,DS-200101,2022-10-13,Massage,Rodney Weiss,60,60.61,Completed,Main Branch,LIVE,2026-04-14
APT-100308,DS-200101,DS-200101,2022-02-20,Haircut,Lawrence Gray,60,241.37,Completed,Online,LIVE,2026-04-14
APT-100309,DS-200101,DS-200101,2024-07-25,Pedicure,Michael Patel,120,31.17,Completed,Westside,LIVE,2026-04-14
APT-100310,DS-200101,DS-200101,2025-10-02,Keratin Treatment,Zachary Estrada,30,198.95,Completed,Main Branch,LIVE,2026-04-14
APT-100311,DS-200101,DS-200101,2024-01-04,Keratin Treatment,Michael Williams,60,20.94,No-Show,Online,LIVE,2026-04-14
APT-100312,DS-200101,DS-200101,2026-01-29,Pedicure,Cody Jones,120,83.49,Completed,Downtown,LIVE,2026-04-14
APT-100313,DS-200101,DS-200101,2020-07-27,Consultation,Sandy White,120,217.43,No-Show,Main Branch,LIVE,2026-04-14
APT-100314,DS-200103,DS-200103,2022-02-10,Highlights,Sherri Brock,45,79.2,No-Show,Online,LIVE,2026-04-14
APT-100315,DS-200103,DS-200103,2021-01-11,Facial,Gary Walker,90,252.35,Completed,Westside,LIVE,2026-04-14
APT-100316,DS-200103,DS-200103,2025-11-15,Consultation,Anthony Wilson,60,34.58,Completed,Main Branch,LIVE,2026-04-14
APT-100317,DS-200104,DS-200104,2025-06-05,Color Treatment,William Graham,120,205.22,Completed,Main Branch,LIVE,2026-04-14
APT-100318,DS-200104,DS-200104,2021-09-27,Manicure,Scott Knight,90,84.54,Completed,Online,LIVE,2026-04-14
APT-100319,DS-200104,DS-200104,2024-10-09,Highlights,Jessica Smith,30,285.51,Completed,Main Branch,LIVE,2026-04-14
APT-100320,DS-200104,DS-200104,2022-05-28,Blowout,James Williams,60,235.24,Completed,Downtown,LIVE,2026-04-14
APT-100321,DS-200105,DS-200105,2022-07-31,Consultation,Brandy Burch,30,64.36,Completed,Downtown,LIVE,2026-04-14
APT-100322,DS-200105,DS-200105,2025-08-30,Blowout,Stephanie Perry,90,183.55,Completed,Online,LIVE,2026-04-14
APT-100323,DS-200106,DS-200106,2024-12-12,Blowout,Michael Harris,30,168.51,Completed,Downtown,LIVE,2026-04-14
APT-100324,DS-200106,DS-200106,2025-01-14,Blowout,Stephanie Thompson,45,137.46,No-Show,Online,LIVE,2026-04-14
APT-100325,DS-200109,DS-200109,2025-02-24,Keratin Treatment,Diane Campbell,30,224.83,Completed,Main Branch,LIVE,2026-04-14
APT-100326,DS-200109,DS-200109,2025-01-06,Keratin Treatment,Mark Mills,90,73.46,Completed,Online,LIVE,2026-04-14
APT-100327,DS-200109,DS-200109,2019-04-04,Facial,Patricia Hernandez,30,297.11,Completed,Westside,LIVE,2026-04-14
APT-100328,DS-200109,DS-200109,2022-04-06,Keratin Treatment,Jeremy Turner,120,110.62,Completed,Downtown,LIVE,2026-04-14
APT-100329,DS-200109,DS-200109,2025-10-07,Highlights,Catherine Molina,120,194.52,Completed,Downtown,LIVE,2026-04-14
APT-100330,DS-200109,DS-200109,2025-04-27,Manicure,William Sandoval,90,263.7,No-Show,Online,LIVE,2026-04-14
APT-100331,DS-200109,DS-200109,2020-10-07,Keratin Treatment,Pamela Butler,45,122.36,Completed,Main Branch,LIVE,2026-04-14
APT-100332,DS-200109,DS-200109,2020-08-05,Facial,Melissa Escobar,90,245.67,Completed,Main Branch,LIVE,2026-04-14
APT-100333,DS-200110,DS-200110,2020-12-25,Facial,Jocelyn Tucker,45,255.85,Completed,Main Branch,LIVE,2026-04-14
APT-100334,DS-200112,DS-200112,2025-08-23,Highlights,Timothy Gordon,60,180.63,Completed,Westside,LIVE,2026-04-14
APT-100335,DS-200112,DS-200112,2024-07-25,Pedicure,Tanya Herrera,45,133.49,No-Show,Main Branch,LIVE,2026-04-14
APT-100336,DS-200114,DS-200114,2021-09-17,Facial,Kelsey Martinez,60,251.63,No-Show,Online,LIVE,2026-04-14
APT-100337,DS-200114,DS-200114,2023-08-31,Haircut,Regina Spears,120,295.74,Completed,Downtown,LIVE,2026-04-14
APT-100338,DS-200114,DS-200114,2025-11-26,Color Treatment,Jasmin Valenzuela,90,84.92,Completed,Online,LIVE,2026-04-14
APT-100339,DS-200114,DS-200114,2019-05-20,Haircut,Lee Graham,30,109.63,Completed,Online,LIVE,2026-04-14
APT-100340,DS-200114,DS-200114,2024-07-03,Massage,Maria Collins,90,117.59,Completed,Main Branch,LIVE,2026-04-14
APT-100341,DS-200114,DS-200114,2023-01-11,Blowout,Marissa Pugh DVM,45,291.41,Completed,Westside,LIVE,2026-04-14
APT-100342,DS-200114,DS-200114,2023-05-04,Haircut,Alicia Sullivan,60,168.96,Completed,Westside,LIVE,2026-04-14
APT-100343,DS-200114,DS-200114,2025-09-26,Haircut,Cynthia Miller,60,198.51,Completed,Main Branch,LIVE,2026-04-14
APT-100344,DS-200115,DS-200115,2020-06-05,Massage,Victoria Hernandez,120,141.99,Completed,Westside,LIVE,2026-04-14
APT-100345,DS-200116,DS-200116,2025-12-07,Blowout,Russell Mason,90,278.73,No-Show,Westside,LIVE,2026-04-14
APT-100346,DS-200116,DS-200116,2021-03-15,Haircut,Shannon Eaton,90,160.65,Cancelled,Main Branch,LIVE,2026-04-14
APT-100347,DS-200116,DS-200116,2021-05-03,Blowout,Thomas Lang,45,211.35,Completed,Main Branch,LIVE,2026-04-14
APT-100348,DS-200116,DS-200116,2020-03-14,Facial,Carolyn Monroe,90,46.02,Completed,Westside,LIVE,2026-04-14
APT-100349,DS-200116,DS-200116,2024-10-15,Keratin Treatment,Tiffany Sutton,60,188.01,Completed,Downtown,LIVE,2026-04-14
APT-100350,DS-200117,DS-200117,2022-02-20,Pedicure,Emma Elliott,120,255.02,Completed,Online,LIVE,2026-04-14
APT-100351,DS-200117,DS-200117,2024-02-20,Color Treatment,Steven Murphy,60,41.47,No-Show,Online,LIVE,2026-04-14
APT-100352,DS-200118,DS-200118,2024-07-30,Blowout,Brian Galloway,120,132.15,Completed,Downtown,LIVE,2026-04-14
APT-100353,DS-200118,DS-200118,2019-06-26,Blowout,Amanda Simpson,60,39.57,Completed,Downtown,LIVE,2026-04-14
APT-100354,DS-200118,DS-200118,2019-11-03,Massage,Melissa Powell,60,200.09,Completed,Online,LIVE,2026-04-14
APT-100355,DS-200118,DS-200118,2024-02-08,Pedicure,Kenneth Martinez,120,270.67,Completed,Downtown,LIVE,2026-04-14
APT-100356,DS-200118,DS-200118,2022-01-21,Manicure,Shawn Gates,60,33.55,No-Show,Westside,LIVE,2026-04-14
APT-100357,DS-200118,DS-200118,2023-04-19,Massage,Heather Kirk,45,287.0,Completed,Main Branch,LIVE,2026-04-14
APT-100358,DS-200118,DS-200118,2026-03-06,Highlights,Joseph Welch,90,293.52,Completed,Online,LIVE,2026-04-14
APT-100359,DS-200118,DS-200118,2025-02-20,Facial,David Solis,120,151.27,Completed,Online,LIVE,2026-04-14
APT-100360,DS-200119,DS-200119,2022-02-08,Color Treatment,Emily Mitchell,60,58.74,Completed,Westside,LIVE,2026-04-14
APT-100361,DS-200119,DS-200119,2022-12-08,Manicure,Jill Bryan MD,30,98.37,Completed,Downtown,LIVE,2026-04-14
APT-100362,DS-200119,DS-200119,2024-10-27,Blowout,James Gutierrez,45,268.3,Completed,Westside,LIVE,2026-04-14
APT-100363,DS-200119,DS-200119,2021-07-05,Manicure,Stephen Fitzgerald,45,79.18,Completed,Downtown,LIVE,2026-04-14
APT-100364,DS-200119,DS-200119,2021-08-14,Massage,Denise Guerrero,90,224.85,No-Show,Downtown,LIVE,2026-04-14
APT-100365,DS-200119,DS-200119,2025-11-25,Blowout,Bruce Wright,30,204.54,Completed,Online,LIVE,2026-04-14
APT-100366,DS-200119,DS-200119,2019-03-06,Massage,Jessica Stevens,120,167.35,Completed,Online,LIVE,2026-04-14
APT-100367,DS-200120,DS-200120,2022-08-24,Manicure,Michael Durham,120,185.5,Completed,Online,LIVE,2026-04-14
APT-100368,DS-200120,DS-200120,2024-08-16,Pedicure,William Davenport,60,260.98,Completed,Downtown,LIVE,2026-04-14
APT-100369,DS-200120,DS-200120,2025-04-12,Haircut,Sylvia Harris,30,170.83,Completed,Westside,LIVE,2026-04-14
APT-100370,DS-200120,DS-200120,2025-09-16,Blowout,Patricia Armstrong,120,252.57,Completed,Westside,LIVE,2026-04-14
APT-100371,DS-200120,DS-200120,2022-10-23,Massage,Tracy Johnston,120,208.22,Completed,Main Branch,LIVE,2026-04-14
APT-100372,DS-200120,DS-200120,2021-07-22,Color Treatment,Susan Santiago,45,79.49,No-Show,Downtown,LIVE,2026-04-14
APT-100373,DS-200120,DS-200120,2022-06-03,Blowout,Tamara Harris,60,83.75,Completed,Main Branch,LIVE,2026-04-14
APT-100374,DS-200120,DS-200120,2025-07-01,Haircut,Jessica Osborne,120,38.63,Completed,Downtown,LIVE,2026-04-14
APT-100375,DS-200120,DS-200120,2025-10-15,Consultation,David Coleman,120,215.49,Completed,Online,LIVE,2026-04-14
APT-100376,DS-200120,DS-200120,2023-10-16,Manicure,Victor Jones,120,295.18,Completed,Downtown,LIVE,2026-04-14
APT-100377,DS-200120,DS-200120,2022-09-05,Manicure,Lori Patterson,120,172.15,Completed,Downtown,LIVE,2026-04-14
APT-100378,DS-200121,DS-200121,2026-02-24,Keratin Treatment,Teresa George,30,217.8,No-Show,Online,LIVE,2026-04-14
APT-100379,DS-200121,DS-200121,2025-06-01,Haircut,Devin Adams,45,58.93,Completed,Main Branch,LIVE,2026-04-14
APT-100380,DS-200121,DS-200121,2024-07-22,Manicure,Sarah Espinoza,120,243.77,Completed,Westside,LIVE,2026-04-14
APT-100381,DS-200121,DS-200121,2025-03-15,Pedicure,Nathan Payne,45,239.01,No-Show,Downtown,LIVE,2026-04-14
APT-100382,DS-200121,DS-200121,2023-10-27,Color Treatment,Paul Williamson,45,262.79,Completed,Online,LIVE,2026-04-14
APT-100383,DS-200121,DS-200121,2024-08-19,Keratin Treatment,Linda Meyer,30,95.71,Completed,Online,LIVE,2026-04-14
APT-100384,DS-200121,DS-200121,2025-08-19,Consultation,Dylan Contreras,30,48.43,Completed,Westside,LIVE,2026-04-14
APT-100385,DS-200126,DS-200126,2022-10-21,Haircut,Linda Matthews,60,253.0,Completed,Main Branch,LIVE,2026-04-14
APT-100386,DS-200126,DS-200126,2021-09-15,Pedicure,Lauren Bennett,60,239.02,Cancelled,Downtown,LIVE,2026-04-14
APT-100387,DS-200127,DS-200127,2024-11-11,Haircut,Michelle Waters,60,247.89,Completed,Online,LIVE,2026-04-14
APT-100388,DS-200127,DS-200127,2020-11-30,Color Treatment,Marvin Richardson,30,203.3,No-Show,Main Branch,LIVE,2026-04-14
APT-100389,DS-200127,DS-200127,2021-05-20,Manicure,Andre Fitzgerald,90,59.24,Completed,Westside,LIVE,2026-04-14
APT-100390,DS-200127,DS-200127,2024-08-29,Color Treatment,Scott Gutierrez,60,214.62,Completed,Online,LIVE,2026-04-14
APT-100391,DS-200127,DS-200127,2024-08-11,Massage,Sandra Rose,30,191.41,Cancelled,Downtown,LIVE,2026-04-14
APT-100392,DS-200129,DS-200129,2025-01-10,Keratin Treatment,David Clark,45,35.11,Completed,Downtown,LIVE,2026-04-14
APT-100393,DS-200129,DS-200129,2019-01-13,Manicure,Molly Hall,45,269.62,Completed,Online,LIVE,2026-04-14
APT-100394,DS-200129,DS-200129,2023-05-13,Pedicure,Jennifer Johnson,30,94.96,Completed,Main Branch,LIVE,2026-04-14
APT-100395,DS-200129,DS-200129,2025-11-26,Highlights,Robert Lester,120,227.55,Completed,Westside,LIVE,2026-04-14
APT-100396,DS-200129,DS-200129,2023-07-14,Highlights,Robin Freeman,45,66.66,Completed,Online,LIVE,2026-04-14
APT-100397,DS-200130,DS-200130,2023-08-22,Highlights,Sharon Johnson,90,186.61,Completed,Online,LIVE,2026-04-14
APT-100398,DS-200130,DS-200130,2022-11-29,Blowout,William Duncan,120,151.98,Completed,Online,LIVE,2026-04-14
APT-100399,DS-200130,DS-200130,2022-09-14,Highlights,Erin Macdonald,120,77.38,Cancelled,Online,LIVE,2026-04-14
APT-100400,DS-200130,DS-200130,2025-01-30,Manicure,Laura Anthony,45,186.47,Completed,Westside,LIVE,2026-04-14
APT-100401,DS-200130,DS-200130,2023-02-06,Blowout,Edwin Sanchez,60,96.24,Completed,Downtown,LIVE,2026-04-14
